game_id,book_name,team_id,a_team_id,price1,price2
21700852,Bovada,1610612759,1610612743,220,-260
21700853,Bovada,1610612737,1610612765,400,-600
21700854,Bovada,1610612766,1610612753,-270,230
21700855,Bovada,1610612748,1610612755,150,-170
21700856,Bovada,1610612754,1610612751,-190,165
21700857,Bovada,1610612764,1610612752,-190,165
21700858,Bovada,1610612746,1610612738,185,-225
21700859,Bovada,1610612761,1610612741,-290,245
21700860,Bovada,1610612758,1610612745,950,-2000
21700861,Bovada,1610612760,1610612763,-210,175
21700862,Bovada,1610612747,1610612740,170,-200
21700863,Bovada,1610612756,1610612762,450,-700
21700864,Bovada,1610612744,1610612757,-290,245
21700865,Bovada,1610612743,1610612749,120,-140
21700866,Bovada,1610612747,1610612750,350,-500
21700867,Bovada,1610612751,1610612766,285,-370
21700868,Bovada,1610612752,1610612753,150,-170
21700869,Bovada,1610612764,1610612739,245,-290
21700870,Bovada,1610612755,1610612741,-330,265
21700871,Bovada,1610612760,1610612758,-370,285
21700872,Bovada,1610612746,1610612744,450,-700
21700873,Bovada,1610612738,1610612765,-140,120
21700874,Bovada,1610612737,1610612754,260,-320
21700875,Bovada,1610612766,1610612764,150,-170
21700876,Bovada,1610612749,1610612761,265,-330
21700877,Bovada,1610612750,1610612745,255,-310
21700878,Bovada,1610612739,1610612763,-240,200
21700879,Bovada,1610612748,1610612740,105,-125
21700880,Bovada,1610612759,1610612743,145,-165
21700881,Bovada,1610612746,1610612756,-230,190
21700882,Bovada,1610612757,1610612762,165,-190
21700883,Bovada,1610612742,1610612747,165,-190
21700884,Bovada,1610612753,1610612755,400,-600
21700885,Bovada,1610612763,1610612748,375,-550
21700886,Bovada,1610612738,1610612752,-250,210
21700887,Bovada,1610612760,1610612744,350,-500
21700888,Bovada,1610612741,1610612750,270,-340
21700889,Bovada,1610612757,1610612756,-275,235
21700890,Bovada,1610612742,1610612762,400,-600
21700891,Bovada,1610612747,1610612758,-140,120
21700892,Bovada,1610612765,1610612766,165,-190
21700893,Bovada,1610612740,1610612749,165,-190
21700894,Bovada,1610612759,1610612739,185,-225
21700895,Bovada,1610612755,1610612764,100,-120
21700896,Bovada,1610612745,1610612743,-225,185
21700897,Bovada,1610612747,1610612737,-145,125
21700898,Bovada,1610612763,1610612738,600,-1000
21700899,Bovada,1610612741,1610612751,160,-180
21700900,Bovada,1610612744,1610612752,-1200,700
21700901,Bovada,1610612765,1610612761,450,-700
21700902,Bovada,1610612756,1610612740,250,-300
21700903,Bovada,1610612753,1610612760,425,-650
21700904,Bovada,1610612754,1610612742,-170,150
21700905,Bovada,1610612745,1610612762,-135,115
21700906,Bovada,1610612750,1610612758,-210,175
21700907,Bovada,1610612741,1610612766,475,-750
21700908,Bovada,1610612751,1610612739,475,-750
21700909,Bovada,1610612755,1610612748,-115,-105
21700910,Bovada,1610612764,1610612749,135,-155
21700911,Bovada,1610612758,1610612757,700,-1200
21700912,Bovada,1610612746,1610612743,205,-245
21700913,Bovada,1610612749,1610612765,100,-120
21700914,Bovada,1610612761,1610612753,-500,350
21700915,Bovada,1610612754,1610612737,-200,170
21700916,Bovada,1610612766,1610612738,280,-360
21700917,Bovada,1610612744,1610612764,-450,325
21700918,Bovada,1610612756,1610612763,130,-150
21700919,Bovada,1610612760,1610612742,-225,185
21700920,Bovada,1610612740,1610612759,165,-190
21700921,Bovada,1610612745,1610612746,-440,320
21700922,Bovada,1610612747,1610612748,180,-220
21700923,Bovada,1610612755,1610612739,140,-160
21700924,Bovada,1610612751,1610612758,-140,120
21700925,Bovada,1610612750,1610612757,180,-220
21700926,Bovada,1610612765,1610612753,-145,125
21700927,Bovada,1610612766,1610612755,155,-175
21700928,Bovada,1610612744,1610612737,-1300,725
21700929,Bovada,1610612761,1610612764,-160,140
21700930,Bovada,1610612742,1610612741,-130,110
21700931,Bovada,1610612743,1610612763,-420,310
21700932,Bovada,1610612754,1610612749,145,-165
21700933,Bovada,1610612760,1610612756,-360,280
21700934,Bovada,1610612750,1610612762,245,-290
21700935,Bovada,1610612752,1610612746,325,-450
21700936,Bovada,1610612763,1610612753,255,-310
21700937,Bovada,1610612743,1610612739,165,-190
21700938,Bovada,1610612765,1610612748,175,-210
21700939,Bovada,1610612738,1610612745,290,-380
21700940,Bovada,1610612747,1610612759,180,-220
21700941,Bovada,1610612760,1610612757,165,-190
21700942,Bovada,1610612762,1610612758,-320,260
21700943,Bovada,1610612756,1610612737,100,-120
21700944,Bovada,1610612766,1610612761,330,-460
21700945,Bovada,1610612754,1610612764,155,-175
21700946,Bovada,1610612740,1610612742,-180,160
21700947,Bovada,1610612755,1610612749,-125,105
21700948,Bovada,1610612751,1610612746,275,-350
21700949,Bovada,1610612752,1610612758,-140,120
21700950,Bovada,1610612765,1610612739,235,-275
21700951,Bovada,1610612749,1610612754,120,-140
21700952,Bovada,1610612756,1610612748,375,-550
21700953,Bovada,1610612738,1610612741,-310,255
21700954,Bovada,1610612763,1610612759,650,-1100
21700955,Bovada,1610612753,1610612762,375,-550
21700956,Bovada,1610612757,1610612747,-145,125
21700957,Bovada,1610612755,1610612766,-135,115
21700958,Bovada,1610612737,1610612761,750,-1400
21700959,Bovada,1610612748,1610612764,150,-170
21700960,Bovada,1610612745,1610612760,-210,175
21700961,Bovada,1610612743,1610612742,-275,235
21700962,Bovada,1610612752,1610612757,425,-650
21700963,Bovada,1610612751,1610612744,1000,-2200
21700964,Bovada,1610612740,1610612746,105,-125
21700965,Bovada,1610612762,1610612754,-120,100
21700966,Bovada,1610612761,1610612765,-225,185
21700967,Bovada,1610612763,1610612741,145,-165
21700968,Bovada,1610612745,1610612749,-245,205
21700969,Bovada,1610612740,1610612758,-250,210
21700970,Bovada,1610612739,1610612743,115,-135
21700971,Bovada,1610612753,1610612747,235,-275
21700972,Bovada,1610612751,1610612766,260,-320
21700973,Bovada,1610612755,1610612748,-115,-105
21700974,Bovada,1610612738,1610612750,-150,130
21700975,Bovada,1610612756,1610612760,500,-800
21700976,Bovada,1610612759,1610612744,525,-850
21700977,Bovada,1610612741,1610612765,275,-350
21700978,Bovada,1610612737,1610612754,350,-500
21700979,Bovada,1610612745,1610612761,-165,145
21700980,Bovada,1610612762,1610612763,-650,425
21700981,Bovada,1610612752,1610612749,400,-600
21700982,Bovada,1610612764,1610612740,-160,140
21700983,Bovada,1610612747,1610612743,230,-270
21700984,Bovada,1610612744,1610612757,-120,100
21700985,Bovada,1610612753,1610612758,125,-145
21700986,Bovada,1610612739,1610612746,-135,115
21700987,Bovada,1610612756,1610612766,725,-1300
21700988,Bovada,1610612764,1610612748,145,-165
21700989,Bovada,1610612763,1610612742,350,-500
21700990,Bovada,1610612759,1610612760,160,-180
21700991,Bovada,1610612753,1610612746,600,-1000
21700992,Bovada,1610612761,1610612752,-650,425
21700993,Bovada,1610612741,1610612737,110,-130
21700994,Bovada,1610612744,1610612750,-180,160
21700995,Bovada,1610612762,1610612740,-125,105
21700996,Bovada,1610612758,1610612743,600,-1000
21700997,Bovada,1610612745,1610612742,-750,475
21700998,Bovada,1610612754,1610612738,175,-210
21700999,Bovada,1610612755,1610612751,-250,210
21701000,Bovada,1610612739,1610612747,-155,135
21701001,Bovada,1610612759,1610612745,550,-900
21701002,Bovada,1610612749,1610612763,-360,280
21701003,Bovada,1610612758,1610612760,850,-1700
21701004,Bovada,1610612748,1610612757,240,-280
21701005,Bovada,1610612754,1610612755,215,-255
21701006,Bovada,1610612750,1610612764,135,-155
21701007,Bovada,1610612760,1610612737,-265,225
21701008,Bovada,1610612761,1610612751,-550,375
21701009,Bovada,1610612742,1610612752,-115,-105
21701010,Bovada,1610612746,1610612741,-360,280
21701011,Bovada,1610612766,1610612740,180,-220
21701012,Bovada,1610612753,1610612759,450,-700
21701013,Bovada,1610612765,1610612762,325,-450
21701014,Bovada,1610612739,1610612756,-350,275
21701015,Bovada,1610612743,1610612747,-120,100
21701016,Bovada,1610612749,1610612753,-630,415
21701017,Bovada,1610612764,1610612738,-190,165
21701018,Bovada,1610612748,1610612758,-290,245
21701019,Bovada,1610612747,1610612744,200,-240
21701020,Bovada,1610612761,1610612754,-190,165
21701021,Bovada,1610612766,1610612737,-230,190
21701022,Bovada,1610612755,1610612752,-600,400
21701023,Bovada,1610612746,1610612745,525,-850
21701024,Bovada,1610612741,1610612763,115,-135
21701025,Bovada,1610612740,1610612759,165,-190
21701026,Bovada,1610612765,1610612743,325,-450
21701027,Bovada,1610612756,1610612762,850,-1700
21701028,Bovada,1610612739,1610612757,190,-230
21701029,Bovada,1610612738,1610612753,-275,235
21701030,Bovada,1610612751,1610612755,310,-420
21701031,Bovada,1610612742,1610612761,450,-700
21701032,Bovada,1610612746,1610612760,210,-250
21701033,Bovada,1610612758,1610612744,310,-420
21701034,Bovada,1610612748,1610612747,125,-145
21701035,Bovada,1610612754,1610612764,165,-190
21701036,Bovada,1610612745,1610612740,-400,300
21701037,Bovada,1610612742,1610612751,165,-190
21701038,Bovada,1610612766,1610612752,-270,230
21701039,Bovada,1610612739,1610612741,-330,265
21701040,Bovada,1610612743,1610612763,-340,270
21701041,Bovada,1610612737,1610612749,500,-800
21701042,Bovada,1610612750,1610612759,160,-180
21701043,Bovada,1610612758,1610612762,900,-1900
21701044,Bovada,1610612744,1610612756,-220,180
21701045,Bovada,1610612765,1610612757,350,-500
21701046,Bovada,1610612760,1610612761,210,-250
21701047,Bovada,1610612738,1610612740,140,-160
21701048,Bovada,1610612745,1610612750,-360,280
21701049,Bovada,1610612757,1610612746,-105,-115
21701050,Bovada,1610612749,1610612739,140,-160
21701051,Bovada,1610612747,1610612754,190,-230
21701052,Bovada,1610612766,1610612755,325,-450
21701053,Bovada,1610612763,1610612751,300,-400
21701054,Bovada,1610612743,1610612748,110,-130
21701055,Bovada,1610612741,1610612752,175,-210
21701056,Bovada,1610612744,1610612759,275,-350
21701057,Bovada,1610612765,1610612758,-175,155
21701058,Bovada,1610612761,1610612753,-500,350
21701059,Bovada,1610612760,1610612738,-220,180
21701060,Bovada,1610612746,1610612750,155,-175
21701061,Bovada,1610612742,1610612740,255,-310
21701062,Bovada,1610612737,1610612762,850,-1700
21701063,Bovada,1610612765,1610612756,-360,280
21701064,Bovada,1610612745,1610612757,-175,155
21701065,Bovada,1610612761,1610612739,-120,100
21701066,Bovada,1610612763,1610612755,725,-1300
21701067,Bovada,1610612766,1610612751,-115,-105
21701068,Bovada,1610612752,1610612748,375,-550
21701069,Bovada,1610612743,1610612741,-500,350
21701070,Bovada,1610612746,1610612749,180,-220
21701071,Bovada,1610612764,1610612759,190,-230
21701072,Bovada,1610612763,1610612766,315,-430
21701073,Bovada,1610612755,1610612753,-400,300
21701074,Bovada,1610612765,1610612745,500,-800
21701075,Bovada,1610612747,1610612740,120,-140
21701076,Bovada,1610612762,1610612742,-380,290
21701077,Bovada,1610612737,1610612758,150,-170
21701078,Bovada,1610612746,1610612754,150,-170
21701079,Bovada,1610612743,1610612764,100,-120
21701080,Bovada,1610612756,1610612739,1000,-2200
21701081,Bovada,1610612750,1610612752,-260,220
21701082,Bovada,1610612751,1610612761,500,-800
21701083,Bovada,1610612749,1610612741,-180,160
21701084,Bovada,1610612748,1610612760,230,-270
21701085,Bovada,1610612762,1610612759,145,-165
21701086,Bovada,1610612738,1610612757,260,-320
21701087,Bovada,1610612737,1610612744,475,-750
21701088,Bovada,1610612750,1610612755,300,-400
21701089,Bovada,1610612741,1610612765,725,-1300
21701090,Bovada,1610612756,1610612753,265,-330
21701091,Bovada,1610612740,1610612745,300,-400
21701092,Bovada,1610612747,1610612763,-270,230
21701093,Bovada,1610612766,1610612742,-150,130
21701094,Bovada,1610612739,1610612751,-340,270
21701095,Bovada,1610612759,1610612749,-130,110
21701096,Bovada,1610612748,1610612754,135,-155
21701097,Bovada,1610612746,1610612761,320,-440
21701098,Bovada,1610612752,1610612764,450,-700
21701099,Bovada,1610612738,1610612758,-280,240
21701100,Bovada,1610612757,1610612760,155,-175
21701101,Bovada,1610612737,1610612745,800,-1600
21701102,Bovada,1610612762,1610612744,-460,330
21701103,Bovada,1610612752,1610612766,525,-850
21701104,Bovada,1610612747,1610612765,175,-210
21701105,Bovada,1610612743,1610612755,200,-240
21701106,Bovada,1610612763,1610612750,775,-1500
21701107,Bovada,1610612738,1610612756,-700,450
21701108,Bovada,1610612759,1610612764,-140,120
21701109,Bovada,1610612743,1610612761,310,-420
21701110,Bovada,1610612739,1610612748,-145,125
21701111,Bovada,1610612741,1610612745,800,-1600
21701112,Bovada,1610612757,1610612740,-125,105
21701113,Bovada,1610612742,1610612758,130,-150
21701114,Bovada,1610612754,1610612744,-360,280
21701115,Bovada,1610612749,1610612746,125,-145
21701116,Bovada,1610612739,1610612766,100,-120
21701117,Bovada,1610612751,1610612753,-150,130
21701118,Bovada,1610612752,1610612755,800,-1600
21701119,Bovada,1610612757,1610612763,-275,235
21701120,Bovada,1610612737,1610612750,650,-1100
21701121,Bovada,1610612738,1610612762,410,-620
21701122,Bovada,1610612746,1610612756,-850,525
21701123,Bovada,1610612742,1610612747,285,-370
21701124,Bovada,1610612764,1610612765,-140,120
21701125,Bovada,1610612741,1610612748,775,-1500
21701126,Bovada,1610612760,1610612759,105,-125
21701127,Bovada,1610612754,1610612758,-420,310
21701128,Bovada,1610612749,1610612744,165,-190
21701129,Bovada,1610612741,1610612753,220,-260
21701130,Bovada,1610612755,1610612737,-400,300
21701131,Bovada,1610612740,1610612739,180,-220
21701132,PinnacleSports,1610612756,1610612745,1721,-3176
21701133,Bovada,1610612743,1610612760,160,-180
21701134,Bovada,1610612750,1610612742,-240,200
21701135,Bovada,1610612763,1610612762,950,-2000
21701136,Bovada,1610612749,1610612747,-120,100
21701137,Bovada,1610612746,1610612757,200,-240
21701138,Bovada,1610612766,1610612764,235,-275
21701139,Bovada,1610612765,1610612752,-190,165
21701140,Bovada,1610612761,1610612738,-200,170
21701141,Bovada,1610612751,1610612748,310,-420
21701142,Bovada,1610612744,1610612758,-550,375
21701143,Bovada,1610612755,1610612766,-150,130
21701144,Bovada,1610612764,1610612741,-360,280
21701145,Bovada,1610612745,1610612759,-125,105
21701146,Bovada,1610612754,1610612746,135,-155
21701147,Bovada,1610612753,1610612737,105,-125
21701148,Bovada,1610612765,1610612751,-120,100
21701149,Bovada,1610612742,1610612739,500,-800
21701150,Bovada,1610612760,1610612740,-115,-105
21701151,Bovada,1610612762,1610612750,-145,125
21701152,Bovada,1610612749,1610612743,190,-230
21701153,Bovada,1610612756,1610612744,1000,-2200
21701154,Bovada,1610612763,1610612757,1300,-2500
21701155,Bovada,1610612758,1610612747,265,-330
21701156,Bovada,1610612761,1610612739,105,-125
21701157,Bovada,1610612751,1610612755,320,-440
21701158,Bovada,1610612737,1610612748,725,-1300
21701159,Bovada,1610612753,1610612752,100,-120
21701160,Bovada,1610612766,1610612741,-240,200
21701161,Bovada,1610612764,1610612745,300,-400
21701162,Bovada,1610612738,1610612749,160,-180
21701163,Bovada,1610612744,1610612760,150,-170
21701164,Bovada,1610612757,1610612742,-330,265
21701165,Bovada,1610612754,1610612743,165,-190
21701166,Bovada,1610612747,1610612762,550,-900
21701167,Bovada,1610612758,1610612756,-145,125
21701168,Bovada,1610612759,1610612746,-145,125
21701169,Bovada,1610612755,1610612765,-135,115
21701170,Bovada,1610612742,1610612753,105,-125
21701171,Bovada,1610612738,1610612761,270,-340
21701172,Bovada,1610612748,1610612737,-320,260
21701173,Bovada,1610612763,1610612740,775,-1500
21701174,Bovada,1610612759,1610612747,-275,235
21701175,Bovada,1610612744,1610612754,-160,140
21701176,Bovada,1610612764,1610612739,220,-260
21701177,Bovada,1610612757,1610612745,440,-680
21701178,Bovada,1610612751,1610612749,375,-550
21701179,Bovada,1610612746,1610612762,270,-340
21701180,Bovada,1610612750,1610612743,160,-180
21701181,Bovada,1610612742,1610612765,250,-300
21701182,Bovada,1610612766,1610612753,-320,260
21701183,Bovada,1610612739,1610612755,130,-150
21701184,Bovada,1610612737,1610612764,500,-800
21701185,Bovada,1610612741,1610612738,250,-300
21701186,Bovada,1610612748,1610612752,-400,300
21701187,Bovada,1610612754,1610612761,270,-340
21701188,Bovada,1610612758,1610612763,-175,155
21701189,Bovada,1610612740,1610612756,-1000,600
21701190,Bovada,1610612750,1610612747,-230,190
21701191,Bovada,1610612743,1610612746,-180,160
21701192,Bovada,1610612749,1610612752,-320,260
21701193,Bovada,1610612751,1610612741,-220,180
21701194,Bovada,1610612760,1610612745,165,-190
21701195,Bovada,1610612740,1610612744,225,-265
21701196,Bovada,1610612757,1610612759,175,-210
21701197,Bovada,1610612754,1610612766,-125,105
21701198,Bovada,1610612742,1610612755,775,-1500
21701199,Bovada,1610612765,1610612763,-255,215
21701200,Bovada,1610612753,1610612761,475,-750
21701201,Bovada,1610612762,1610612747,-550,375
21701202,Bovada,1610612737,1610612738,375,-550
21701203,Bovada,1610612744,1610612756,-1100,650
21701204,Bovada,1610612761,1610612765,-250,210
21701205,Bovada,1610612741,1610612751,255,-310
21701206,Bovada,1610612760,1610612748,-220,180
21701207,Bovada,1610612739,1610612752,-1100,650
21701208,Bovada,1610612753,1610612749,450,-700
21701209,Bovada,1610612763,1610612750,1200,-2400
21701210,Bovada,1610612758,1610612759,1000,-2500
21701211,Bovada,1610612757,1610612743,170,-200
21701212,Bovada,1610612740,1610612746,-480,340
21701213,Bovada,1610612766,1610612754,105,-125
21701214,Bovada,1610612755,1610612737,-650,425
21701215,Bovada,1610612738,1610612764,260,-320
21701216,Bovada,1610612756,1610612742,125,-145
21701217,Bovada,1610612744,1610612762,280,-360
21701218,Bovada,1610612745,1610612747,-400,300
21701219,Bovada,1610612751,1610612738,-180,160
21701220,Bovada,1610612752,1610612739,800,-1600
21701221,Bovada,1610612761,1610612748,125,-145
21701222,Bovada,1610612764,1610612753,-255,215
21701223,Bovada,1610612749,1610612755,210,-250
21701224,Bovada,1610612765,1610612741,-200,170
21701225,Bovada,1610612743,1610612750,160,-180
21701226,Bovada,1610612759,1610612740,140,-160
21701227,Pinnacle Sports,1610612763,1610612760,1817,-3500
21701228,Bovada,1610612747,1610612746,120,-140
21701229,Bovada,1610612762,1610612757,110,-130
21701230,Bovada,1610612745,1610612758,120,-140
